,game_id,player_id,team_first,game_first,name,team,Starter,team_id,game_date,home
15544,0022400677,203497,1,0,Rudy Gobert,MIN,0.0,1610612750,2025-01-30,0
15556,0022400677,1628374,1,1,Lauri Markkanen,UTA,0.0,1610612762,2025-01-30,1
15566,0022400665,202685,1,0,Jonas Valanciunas,WAS,0.0,1610612764,2025-01-29,1
15579,0022400665,1629628,1,1,RJ Barrett,TOR,0.0,1610612761,2025-01-29,0
15590,0022400663,1641733,1,0,Nick Smith Jr.,CHA,0.0,1610612766,2025-01-29,1
15600,0022400663,1626156,1,1,D'Angelo Russell,BKN,0.0,1610612751,2025-01-29,0
15609,0022400668,1626157,1,0,Karl-Anthony Towns,NYK,0.0,1610612752,2025-01-29,1
15618,0022400668,203999,1,1,Nikola Jokic,DEN,0.0,1610612743,2025-01-29,0
15627,0022400673,1628983,1,1,Shai Gilgeous-Alexander,OKC,1.0,1610612760,2025-01-29,0
15638,0022400673,203952,1,0,Andrew Wiggins,GSW,1.0,1610612744,2025-01-29,1
15649,0022400670,1629655,1,0,Daniel Gafford,DAL,0.0,1610612742,2025-01-29,0
15661,0022400670,203468,1,1,CJ McCollum,NOP,0.0,1610612740,2025-01-29,1
15670,0022400666,204001,1,1,Kristaps Porzingis,BOS,0.0,1610612738,2025-01-29,1
15681,0022400666,1628366,1,0,Lonzo Ball,CHI,0.0,1610612741,2025-01-29,0
15697,0022400672,1626164,1,0,Devin Booker,PHX,0.0,1610612756,2025-01-29,1
15708,0022400672,1630162,1,1,Anthony Edwards,MIN,0.0,1610612750,2025-01-29,0
15718,0022400671,101108,1,1,Chris Paul,SAS,0.0,1610612759,2025-01-29,1
15729,0022400671,1627884,1,0,Derrick Jones Jr.,LAC,0.0,1610612746,2025-01-29,0
15740,0022400669,1628370,1,1,Malik Monk,SAC,0.0,1610612758,2025-01-29,0
15749,0022400669,201569,1,0,Eric Gordon,PHI,0.0,1610612755,2025-01-29,1
15758,0022400667,1628378,1,1,Donovan Mitchell,CLE,0.0,1610612739,2025-01-29,0
15768,0022400667,1629639,1,0,Tyler Herro,MIA,0.0,1610612748,2025-01-29,1
15778,0022400664,202699,1,0,Tobias Harris,DET,0.0,1610612765,2025-01-29,0
15791,0022400664,1630169,1,1,Tyrese Haliburton,IND,0.0,1610612754,2025-01-29,1
15802,0022400660,2544,1,1,LeBron James,LAL,0.0,1610612747,2025-01-28,0
15812,0022400660,1627824,1,0,Guerschon Yabusele,PHI,0.0,1610612755,2025-01-28,1
15822,0022400661,1630695,1,1,Micah Potter,UTA,1.0,1610612762,2025-01-28,0
15831,0022400661,1631218,1,0,Trayce Jackson-Davis,GSW,1.0,1610612744,2025-01-28,1
15842,0022400532,1631243,1,0,Mouhamed Gueye,ATL,0.0,1610612737,2025-01-28,1
15850,0022400532,1630578,1,1,Alperen Sengun,HOU,0.0,1610612745,2025-01-28,0
15859,0022400662,201572,1,1,Brook Lopez,MIL,0.0,1610612749,2025-01-28,0
15871,0022400662,1629028,1,0,Deandre Ayton,POR,0.0,1610612757,2025-01-28,1
15884,0022400655,1627750,1,1,Jamal Murray,DEN,0.0,1610612743,2025-01-27,0
15892,0022400655,1630581,1,0,Josh Giddey,CHI,0.0,1610612741,2025-01-27,1
15903,0022400659,1626164,1,0,Devin Booker,PHX,0.0,1610612756,2025-01-27,1
15911,0022400659,1627826,1,1,Ivica Zubac,LAC,0.0,1610612746,2025-01-27,0
15921,0022400650,204001,1,1,Kristaps Porzingis,BOS,0.0,1610612738,2025-01-27,1
15932,0022400650,1630578,1,0,Alperen Sengun,HOU,0.0,1610612745,2025-01-27,0
15941,0022400654,1629628,1,1,RJ Barrett,TOR,0.0,1610612761,2025-01-27,1
15951,0022400654,1629627,1,0,Zion Williamson,NOP,0.0,1610612740,2025-01-27,0
15960,0022400649,1630596,1,1,Evan Mobley,CLE,0.0,1610612739,2025-01-27,1
15972,0022400649,1630595,1,0,Cade Cunningham,DET,0.0,1610612765,2025-01-27,0
15984,0022400657,1642259,1,0,Alexandre Sarr,WAS,0.0,1610612764,2025-01-27,0
15998,0022400657,202691,1,1,Klay Thompson,DAL,0.0,1610612742,2025-01-27,1
16009,0022400648,1631109,1,0,Mark Williams,CHA,0.0,1610612766,2025-01-27,1
16021,0022400648,1630559,1,1,Austin Reaves,LAL,0.0,1610612747,2025-01-27,0
16028,0022400652,1628976,1,1,Wendell Carter Jr.,ORL,1.0,1610612753,2025-01-27,0
16037,0022400652,1642276,1,0,Kel'el Ware,MIA,1.0,1610612748,2025-01-27,1
16046,0022400651,201942,1,1,DeMar DeRozan,SAC,0.0,1610612758,2025-01-27,0
16056,0022400651,1626156,1,0,D'Angelo Russell,BKN,0.0,1610612751,2025-01-27,1
16065,0022400656,203944,1,1,Julius Randle,MIN,0.0,1610612750,2025-01-27,1
16074,0022400656,1642258,1,0,Zaccharie Risacher,ATL,0.0,1610612737,2025-01-27,0
16083,0022400653,1628969,1,0,Mikal Bridges,NYK,0.0,1610612752,2025-01-27,1
16097,0022400653,1630217,1,1,Desmond Bane,MEM,0.0,1610612763,2025-01-27,0
16110,0022400658,203081,1,0,Damian Lillard,MIL,0.0,1610612749,2025-01-27,0
16119,0022400658,1628374,1,1,Lauri Markkanen,UTA,0.0,1610612762,2025-01-27,1
16128,0022400647,1641739,1,1,Toumani Camara,POR,1.0,1610612757,2025-01-26,1
16138,0022400647,1628983,1,0,Shai Gilgeous-Alexander,OKC,1.0,1610612760,2025-01-26,0
